Gads,Pasv_nos,Pasv_ATVK,Ter_ied_vien_nos,Ter_ied_vien_ATVK,Iedz_skaits,Iedz_skaits_0_6,Iedz_skaits_7_14,Iedz_skaits_15_18,Iedz_skaits_19_24,Iedz_skaits_25_49,Iedz_skaits_50_61,Iedz_skaits_62_74,Iedz_skaits_75_un_vec,Siev_skaits,Siev_skaits_0_6,Siev_skaits_7_14,Siev_skaits_15_18,Siev_skaits_19_24,Siev_skaits_25_49,Siev_skaits_50_61,Siev_skaits_62_74,Siev_skaits_75_un_vec,Vir_skaits,Vir_skaits_0_6,Vir_skaits_7_14,Vir_skaits_15_18,Vir_skaits_19_24,Vir_skaits_25_49,Vir_skaits_50_61,Vir_skaits_62_74,Vir_skaits_75_un_vec
2026,"ĶEKAVAS NOVADS","034000","BALOŽI","034210",7030,612,889,299,326,2716,919,907,362,3604,320,446,122,159,1364,448,521,224,3426,292,443,177,167,1352,471,386,138
2026,"ĶEKAVAS NOVADS","034000","ĶEKAVA","034220",5200,333,592,253,313,1748,831,643,487,2850,175,298,115,159,904,427,409,363,2350,158,294,138,154,844,404,234,124
2026,"ĶEKAVAS NOVADS","034000","BALDONES PAGASTS","034400",2158,177,254,116,126,765,336,233,151,1056,86,123,56,51,370,155,111,104,1102,91,131,60,75,395,181,122,47
2026,"ĶEKAVAS NOVADS","034000","DAUGMALES PAGASTS","034410",1369,97,164,96,85,479,189,168,91,687,51,88,53,34,221,85,93,62,682,46,76,43,51,258,104,75,29
2026,"ĶEKAVAS NOVADS","034000","ĶEKAVAS PAGASTS","034421",13077,1117,1519,661,799,4662,1982,1490,847,6552,523,744,300,401,2306,967,766,545,6525,594,775,361,398,2356,1015,724,302
2026,"LIMBAŽU NOVADS","035000","AINAŽI","035200",655,17,37,21,44,190,131,131,84,341,4,15,9,25,79,73,73,63,314,13,22,12,19,111,58,58,21
2026,"LIMBAŽU NOVADS","035000","ALOJA","035210",1029,50,84,42,66,279,191,191,126,524,20,42,15,28,122,103,104,90,505,30,42,27,38,157,88,87,36
2026,"LIMBAŽU NOVADS","035000","LIMBAŽI","035220",6685,354,559,282,370,2019,1123,1164,814,3625,179,272,136,189,966,604,709,570,3060,175,287,146,181,1053,519,455,244
2026,"LIMBAŽU NOVADS","035000","SALACGRĪVA","035230",2488,81,159,98,134,710,503,475,328,1352,46,69,48,70,335,256,281,247,1136,35,90,50,64,375,247,194,81
2026,"LIMBAŽU NOVADS","035000","STAICELE","035240",777,43,47,31,47,240,141,137,91,391,21,25,16,23,86,72,76,72,386,22,22,15,24,154,69,61,19
2026,"LIMBAŽU NOVADS","035000","AINAŽU PAGASTS","035400",409,20,23,19,33,112,83,81,38,197,5,12,5,13,51,41,43,27,212,15,11,14,20,61,42,38,11
2026,"LIMBAŽU NOVADS","035000","ALOJAS PAGASTS","035410",684,22,56,31,39,221,116,126,73,344,12,31,15,19,100,57,64,46,340,10,25,16,20,121,59,62,27
2026,"LIMBAŽU NOVADS","035000","BRASLAVAS PAGASTS","035420",509,28,40,15,26,183,94,82,41,247,12,11,10,17,77,45,44,31,262,16,29,5,9,106,49,38,10
2026,"LIMBAŽU NOVADS","035000","BRĪVZEMNIEKU PAGASTS","035430",798,44,81,33,44,247,145,122,82,386,25,29,20,16,107,66,61,62,412,19,52,13,28,140,79,61,20
2026,"LIMBAŽU NOVADS","035000","KATVARU PAGASTS","035440",1040,66,103,44,51,312,186,180,98,489,26,48,11,23,135,87,81,78,551,40,55,33,28,177,99,99,20
2026,"LIMBAŽU NOVADS","035000","LIEPUPES PAGASTS","035450",1707,71,88,49,89,504,358,351,197,847,37,43,26,45,213,164,185,134,860,34,45,23,44,291,194,166,63
2026,"LIMBAŽU NOVADS","035000","LIMBAŽU PAGASTS","035460",1982,113,162,99,135,630,360,295,188,990,69,86,55,53,283,164,155,125,992,44,76,44,82,347,196,140,63
2026,"LIMBAŽU NOVADS","035000","PĀLES PAGASTS","035470",612,33,55,21,45,197,93,111,57,315,18,31,12,21,83,48,58,44,297,15,24,9,24,114,45,53,13
2026,"LIMBAŽU NOVADS","035000","SALACGRĪVAS PAGASTS","035480",1762,81,124,72,77,559,376,304,169,841,38,60,35,29,230,179,157,113,921,43,64,37,48,329,197,147,56
2026,"LIMBAŽU NOVADS","035000","SKULTES PAGASTS","035490",3341,136,213,109,171,1181,644,568,319,1547,72,106,49,75,499,289,257,200,1794,64,107,60,96,682,355,311,119
2026,"LIMBAŽU NOVADS","035000","STAICELES PAGASTS","035500",465,20,24,22,24,138,102,71,64,232,11,13,13,12,63,42,29,49,233,9,11,9,12,75,60,42,15
2026,"LIMBAŽU NOVADS","035000","UMURGAS PAGASTS","035510",1031,50,90,47,66,291,213,157,117,521,24,43,30,26,139,99,75,85,510,26,47,17,40,152,114,82,32
2026,"LIMBAŽU NOVADS","035000","VIDRIŽU PAGASTS","035520",1213,64,92,48,71,390,215,216,117,588,34,35,17,33,166,106,118,79,625,30,57,31,38,224,109,98,38
2026,"LIMBAŽU NOVADS","035000","VIĻĶENES PAGASTS","035530",1197,51,83,39,63,400,247,199,115,531,25,33,23,35,138,100,100,77,666,26,50,16,28,262,147,99,38
2026,"LĪVĀNU NOVADS","036000","LĪVĀNI","036200",7061,375,563,293,391,2121,1121,1453,744,3855,174,269,150,210,1014,590,903,545,3206,201,294,143,181,1107,531,550,199
2026,"LĪVĀNU NOVADS","036000","JERSIKAS PAGASTS","036400",659,42,45,28,27,183,120,135,79,308,21,25,10,12,70,56,60,54,351,21,20,18,15,113,64,75,25
2026,"LĪVĀNU NOVADS","036000","ROŽUPES PAGASTS","036410",1055,48,79,50,54,306,184,216,118,497,24,33,29,27,113,83,105,83,558,24,46,21,27,193,101,111,35
2026,"LĪVĀNU NOVADS","036000","RUDZĀTU PAGASTS","036420",637,31,44,29,36,211,129,94,63,317,16,27,15,16,87,55,52,49,320,15,17,14,20,124,74,42,14
2026,"LĪVĀNU NOVADS","036000","SUTRU PAGASTS","036430",426,15,17,10,25,125,106,79,49,211,7,8,4,14,56,44,40,38,215,8,9,6,11,69,62,39,11
2026,"LĪVĀNU NOVADS","036000","TURKU PAGASTS","036440",679,34,47,25,42,210,143,122,56,340,20,26,13,17,88,75,64,37,339,14,21,12,25,122,68,58,19
2026,"LUDZAS NOVADS","037000","KĀRSAVA","037200",1908,104,156,83,112,594,348,306,205,1027,48,87,42,47,282,182,182,157,881,56,69,41,65,312,166,124,48
2026,"LUDZAS NOVADS","037000","LUDZA","037210",7437,318,543,283,414,2178,1414,1401,886,4151,160,258,147,212,1042,771,897,664,3286,158,285,136,202,1136,643,504,222
2026,"LUDZAS NOVADS","037000","ZILUPE","037220",1249,44,90,32,78,378,245,238,144,661,18,41,16,33,167,136,148,102,588,26,49,16,45,211,109,90,42
2026,"LUDZAS NOVADS","037000","BLONTU PAGASTS","037400",329,18,29,15,17,98,68,54,30,170,11,13,8,11,41,35,27,24,159,7,16,7,6,57,33,27,6
2026,"LUDZAS NOVADS","037000","BRIĢU PAGASTS","037410",476,18,33,18,19,160,101,84,43,239,9,17,7,7,67,52,46,34,237,9,16,11,12,93,49,38,9
2026,"LUDZAS NOVADS","037000","CIBLAS PAGASTS","037420",593,29,35,19,35,172,117,129,57,305,16,14,10,21,69,61,72,42,288,13,21,9,14,103,56,57,15
2026,"LUDZAS NOVADS","037000","CIRMAS PAGASTS","037430",509,17,34,19,22,147,123,98,49,245,9,16,11,11,53,63,45,37,264,8,18,8,11,94,60,53,12
2026,"LUDZAS NOVADS","037000","GOLIŠEVAS PAGASTS","037440",313,13,17,12,10,91,80,63,27,151,6,11,5,5,34,31,36,23,162,7,6,7,5,57,49,27,4
2026,"LUDZAS NOVADS","037000","ISNAUDAS PAGASTS","037450",847,34,69,42,47,274,179,132,70,402,15,37,21,20,104,83,72,50,445,19,32,21,27,170,96,60,20
2026,"LUDZAS NOVADS","037000","ISTRAS PAGASTS","037460",398,8,18,6,24,118,74,93,57,195,4,8,6,8,44,32,48,45,203,4,10,0,16,74,42,45,12
2026,"LUDZAS NOVADS","037000","LAUDERU PAGASTS","037470",231,3,13,6,16,69,49,49,26,118,1,7,3,6,25,26,28,22,113,2,6,3,10,44,23,21,4
2026,"LUDZAS NOVADS","037000","LĪDUMNIEKU PAGASTS","037480",208,8,9,3,9,66,53,39,21,97,3,6,2,6,26,20,17,17,111,5,3,1,3,40,33,22,4
2026,"LUDZAS NOVADS","037000","MALNAVAS PAGASTS","037490",897,33,67,28,48,266,169,183,103,464,17,37,14,24,108,84,103,77,433,16,30,14,24,158,85,80,26
2026,"LUDZAS NOVADS","037000","MEŽVIDU PAGASTS","037500",670,32,35,24,36,194,164,127,58,326,14,21,9,17,74,80,69,42,344,18,14,15,19,120,84,58,16
2026,"LUDZAS NOVADS","037000","MĒRDZENES PAGASTS","037510",544,33,34,26,20,176,92,120,43,279,16,17,18,12,75,43,64,34,265,17,17,8,8,101,49,56,9
2026,"LUDZAS NOVADS","037000","NIRZAS PAGASTS","037520",289,7,12,3,14,76,76,69,32,129,2,3,0,7,28,38,29,22,160,5,9,3,7,48,38,40,10
2026,"LUDZAS NOVADS","037000","ŅUKŠU PAGASTS","037530",378,19,37,14,23,108,62,78,37,191,12,18,6,18,46,25,36,30,187,7,19,8,5,62,37,42,7
2026,"LUDZAS NOVADS","037000","PASIENES PAGASTS","037540",445,10,30,9,28,150,96,85,37,207,5,9,5,14,59,45,45,25,238,5,21,4,14,91,51,40,12
2026,"LUDZAS NOVADS","037000","PILDAS PAGASTS","037550",422,16,30,11,25,121,97,78,44,197,5,15,6,11,50,40,39,31,225,11,15,5,14,71,57,39,13
2026,"LUDZAS NOVADS","037000","PUREŅU PAGASTS","037560",251,8,8,3,6,75,60,60,31,113,2,4,1,4,27,29,27,19,138,6,4,2,2,48,31,33,12
2026,"LUDZAS NOVADS","037000","PUŠMUCOVAS PAGASTS","037570",426,25,30,12,23,131,81,83,41,201,12,15,4,11,45,42,45,27,225,13,15,8,12,86,39,38,14
2026,"LUDZAS NOVADS","037000","RUNDĒNU PAGASTS","037580",325,19,5,10,13,81,75,82,40,144,5,1,1,7,35,30,35,30,181,14,4,9,6,46,45,47,10
2026,"LUDZAS NOVADS","037000","SALNAVAS PAGASTS","037590",554,28,31,18,39,167,109,106,56,273,14,16,12,16,65,51,60,39,281,14,15,6,23,102,58,46,17
2026,"LUDZAS NOVADS","037000","ZAĻESJES PAGASTS","037600",488,16,14,21,35,164,101,92,45,214,3,8,6,15,68,40,49,25,274,13,6,15,20,96,61,43,20
2026,"LUDZAS NOVADS","037000","ZVIRGZDENES PAGASTS","037610",574,20,35,20,28,176,136,101,58,289,9,21,13,15,67,77,44,43,285,11,14,7,13,109,59,57,15
2026,"MADONAS NOVADS","038001","CESVAINE","038200",1217,53,85,45,59,356,230,242,147,648,26,46,20,27,163,121,142,103,569,27,39,25,32,193,109,100,44
2026,"MADONAS NOVADS","038001","LUBĀNA","038210",1443,65,106,57,74,454,246,247,194,762,33,50,29,41,193,133,134,149,681,32,56,28,33,261,113,113,45
2026,"MADONAS NOVADS","038001","MADONA","038220",6846,389,656,302,348,2029,1133,1236,753,3808,196,343,141,182,990,619,789,548,3038,193,313,161,166,1039,514,447,205
2026,"MADONAS NOVADS","038001","VARAKĻĀNI","038231",1650,77,130,67,101,506,290,262,217,889,38,68,26,49,226,157,159,166,761,39,62,41,52,280,133,103,51
2026,"MADONAS NOVADS","038001","ARONAS PAGASTS","038400",1224,70,96,48,86,386,201,195,142,575,37,48,21,30,164,87,94,94,649,33,48,27,56,222,114,101,48
2026,"MADONAS NOVADS","038001","BARKAVAS PAGASTS","038410",1110,49,86,58,75,313,199,224,106,563,26,31,29,29,152,86,132,78,547,23,55,29,46,161,113,92,28
2026,"MADONAS NOVADS","038001","BĒRZAUNES PAGASTS","038420",1281,52,93,64,66,426,238,209,133,620,28,41,31,29,167,121,113,90,661,24,52,33,37,259,117,96,43
2026,"MADONAS NOVADS","038001","CESVAINES PAGASTS","038430",997,39,96,44,65,298,195,159,101,467,17,37,19,30,119,94,84,67,530,22,59,25,35,179,101,75,34
2026,"MADONAS NOVADS","038001","DZELZAVAS PAGASTS","038440",1015,66,77,49,68,295,172,170,118,551,38,36,21,35,139,91,96,95,464,28,41,28,33,156,81,74,23
2026,"MADONAS NOVADS","038001","ĒRGĻU PAGASTS","038450",1856,78,132,69,130,532,340,344,231,956,40,67,28,67,234,167,179,174,900,38,65,41,63,298,173,165,57
2026,"MADONAS NOVADS","038001","INDRĀNU PAGASTS","038460",606,23,29,23,34,191,132,103,71,263,12,12,12,15,59,54,51,48,343,11,17,11,19,132,78,52,23
2026,"MADONAS NOVADS","038001","JUMURDAS PAGASTS","038470",228,15,6,3,8,77,37,47,35,106,9,4,1,4,23,22,25,18,122,6,2,2,4,54,15,22,17
2026,"MADONAS NOVADS","038001","KALSNAVAS PAGASTS","038480",1483,66,108,39,82,459,274,299,156,756,34,50,18,34,192,144,181,103,727,32,58,21,48,267,130,118,53
2026,"MADONAS NOVADS","038001","LAZDONAS PAGASTS","038490",628,33,55,26,36,207,108,107,56,327,17,26,12,19,90,57,66,40,301,16,29,14,17,117,51,41,16
2026,"MADONAS NOVADS","038001","LIEZĒRES PAGASTS","038500",1074,57,76,50,53,329,202,198,109,519,30,37,24,23,133,93,104,75,555,27,39,26,30,196,109,94,34
2026,"MADONAS NOVADS","038001","ĻAUDONAS PAGASTS","038510",1117,64,77,45,61,353,218,179,120,529,29,44,18,24,141,103,91,79,588,35,33,27,37,212,115,88,41
2026,"MADONAS NOVADS","038001","MĀRCIENAS PAGASTS","038520",844,47,66,33,41,256,160,141,100,429,24,28,22,18,108,73,73,83,415,23,38,11,23,148,87,68,17
2026,"MADONAS NOVADS","038001","MĒTRIENAS PAGASTS","038530",623,42,49,26,35,209,108,105,49,313,23,19,13,19,97,47,55,40,310,19,30,13,16,112,61,50,9
2026,"MADONAS NOVADS","038001","OŠUPES PAGASTS","038540",809,41,57,32,37,252,145,155,90,382,22,23,13,23,103,57,84,57,427,19,34,19,14,149,88,71,33
2026,"MADONAS NOVADS","038001","PRAULIENAS PAGASTS","038550",1361,86,119,61,71,414,262,224,124,644,41,46,31,31,173,118,113,91,717,45,73,30,40,241,144,111,33
